@relation arff

@attribute Time numeric
@attribute ' Radiation' {'0 category','5 category','10 category','20 category','25 category','35 category','50 category','60 category','85 category','110 category','130 category','160 category','190 category','205 category','240 category','275 category','300 category','325 category','345 category','365 category','370 category','425 category','460 category','510 category','565 category','310 category','230 category','625 category','805 category','670 category','680 category','690 category','700 category','715 category','745 category','610 category','760 category','775 category','790 category','820 category','855 category','875 category','870 category','890 category','910 category','925 category','935 category','945 category','955 category','960 category','970 category','975 category','985 category','990 category','995 category','1005 category','1010 category','1015 category','1020 category','1025 category','1030 category','1035 category','1040 category','1000 category','980 category','965 category','915 category','900 category','880 category','840 category','830 category','815 category','800 category','785 category','770 category','755 category','740 category','720 category','705 category','685 category','655 category','635 category','620 category','595 category','580 category','560 category','540 category','520 category','500 category','480 category','440 category','415 category','395 category','375 category','355 category','305 category','280 category','250 category','220 category','165 category','15 category','30 category','45 category','80 category','105 category','155 category','180 category','210 category','295 category','315 category','340 category','405 category','380 category','400 category','420 category','445 category','505 category','600 category','640 category','675 category','725 category','780 category','825 category','845 category','850 category','895 category','905 category','950 category','940 category','920 category','885 category','860 category','730 category','695 category','660 category','605 category','585 category','545 category','525 category','485 category','465 category','385 category','320 category','270 category','215 category','40 category','55 category','65 category','75 category','200 category','115 category','95 category','150 category','135 category','140 category','175 category','120 category','145 category','255 category','515 category','225 category','265 category','260 category','930 category','645 category','750 category','285 category','330 category','170 category','245 category','350 category','455 category','1065 category','1385 category','1155 category','1150 category','1135 category','1300 category','1145 category','590 category','570 category','550 category','530 category','495 category','470 category','450 category','430 category','410 category','390 category','70 category','475 category','535 category','555 category','615 category','865 category','1050 category','835 category','665 category','650 category','630 category','195 category','185 category','100 category','90 category','235 category','335 category','795 category','435 category','1060 category','1070 category','1075 category','1045 category','765 category','360 category','125 category','290 category','1255 category','1220 category','1090 category','1095 category','735 category','1250 category','1170 category','1120 category','1105 category','1330 category','1235 category','1115 category','490 category','1055 category','710 category','810 category','1100 category','1110 category','1265 category','1205 category','575 category','1080 category','1085 category','1285 category','1160 category','1165 category','1225 category','1130 category','1190 category','1240 category','1185 category','1360 category','1180 category','1245 category','1195 category','1140 category','1600 category','1475 category','1370 category','1410 category','1200 category','1450 category','1175 category','1275 category','1260 category','1350 category','1420 category','1315 category','1280 category','1290 category','1230 category','1215 category'}
@attribute ' Temperature' numeric
@attribute ' Pressure' numeric
@attribute ' Humidity' numeric
@attribute ' WindDirection(Degrees)' numeric
@attribute ' Speed' numeric

@data
72518,'80 category',47,30.4,102,139.11,7.87
72017,'95 category',47,30.4,102,171.54,5.62
71518,'70 category',47,30.4,102,143.21,3.37
71018,'55 category',47,30.4,102,160.65,5.62
70517,'45 category',46,30.4,102,148.23,2.25
70020,'40 category',46,30.39,102,135.68,9
65518,'30 category',46,30.39,102,130.11,1.12
65018,'30 category',46,30.39,102,95.57,1.12
64520,'20 category',46,30.39,102,77.99,4.5
64020,'20 category',46,30.39,102,157.76,3.37
63520,'10 category',46,30.39,102,137.05,4.5
63018,'10 category',46,30.39,102,113.5,5.62
62523,'5 category',46,30.39,102,129.13,1.12
62017,'5 category',46,30.39,102,65.73,2.25
61525,'5 category',46,30.39,102,55.91,1.12
61020,'0 category',46,30.38,102,87.03,7.87
60517,'0 category',46,30.38,102,124.57,6.75
60025,'0 category',46,30.38,102,160.19,2.25
55520,'0 category',46,30.38,102,161.54,4.5
55017,'0 category',46,30.37,102,163.01,5.62
54519,'0 category',46,30.37,102,145.52,4.5
54017,'0 category',46,30.37,102,110.7,4.5
53518,'0 category',46,30.37,102,130.38,5.62
53018,'0 category',46,30.37,102,137.49,4.5
52518,'0 category',46,30.38,102,126.52,2.25
52017,'0 category',46,30.37,102,137.02,1.12
51518,'0 category',46,30.37,102,78.84,2.25
51020,'0 category',46,30.37,102,117.33,2.25
50518,'0 category',46,30.37,101,93.87,5.62
50018,'0 category',47,30.37,101,110.39,7.87
45517,'0 category',47,30.37,102,45.4,2.25
45017,'0 category',47,30.37,102,71.18,4.5
44518,'0 category',47,30.37,101,109.24,5.62
44020,'0 category',47,30.37,101,123.74,3.37
43518,'0 category',47,30.38,101,54.21,2.25
43024,'0 category',47,30.37,101,112.74,3.37
42518,'0 category',47,30.37,101,111.55,7.87
42020,'0 category',47,30.38,101,119.02,4.5
41517,'0 category',47,30.38,101,164.94,3.37
41018,'0 category',47,30.38,101,87.11,2.25
40518,'0 category',47,30.38,101,154.24,5.62
40020,'0 category',47,30.38,101,116.13,6.75
35518,'0 category',47,30.38,101,126.67,5.62
35018,'0 category',47,30.38,101,132.8,6.75
34518,'0 category',47,30.38,101,125.03,9
34017,'0 category',47,30.38,101,147.83,3.37
33520,'0 category',47,30.38,101,93.79,5.62
33018,'0 category',47,30.39,101,139.04,7.87
32518,'0 category',47,30.39,101,63.84,1.12
32018,'0 category',47,30.39,101,90.08,2.25
31518,'0 category',47,30.38,101,132.96,2.25
31018,'0 category',47,30.39,101,50.38,2.25
30521,'0 category',47,30.39,100,118.7,5.62
30017,'0 category',47,30.39,100,136.01,3.37
25521,'0 category',47,30.38,100,143.3,4.5
25020,'0 category',47,30.39,100,173.86,3.37
24519,'0 category',47,30.39,101,159.21,3.37
24018,'0 category',47,30.39,101,106.81,2.25
23520,'0 category',47,30.39,101,110.92,4.5
23017,'0 category',47,30.39,101,141.93,6.75
22518,'0 category',47,30.39,101,160.31,6.75
22020,'0 category',47,30.39,101,167.26,3.37
21517,'0 category',47,30.39,101,158.88,5.62
21018,'0 category',47,30.39,101,165.52,4.5
20518,'0 category',47,30.4,100,160.61,6.75
20017,'0 category',47,30.4,100,131.65,6.75
15517,'0 category',47,30.4,100,150.25,6.75
15018,'0 category',47,30.4,100,163.17,6.75
14517,'0 category',47,30.4,100,166.79,6.75
14017,'0 category',47,30.4,100,161.2,6.75
13518,'0 category',47,30.4,100,138.09,6.75
13023,'0 category',47,30.4,100,94.64,2.25
12518,'0 category',47,30.4,100,147.23,5.62
12018,'0 category',47,30.41,100,162.75,6.75
11517,'0 category',47,30.41,100,155.72,9
11018,'0 category',47,30.41,100,163.08,5.62
10517,'0 category',47,30.41,100,164.23,3.37
10018,'0 category',47,30.41,100,130.14,5.62
5520,'0 category',47,30.41,100,146.67,5.62
5020,'0 category',46,30.41,100,117.93,6.75
4519,'0 category',46,30.41,100,131.94,6.75
4018,'0 category',46,30.41,100,163.4,9
3520,'0 category',46,30.41,100,171.66,7.87
3020,'0 category',46,30.42,100,144.11,9
2518,'0 category',46,30.42,100,151.96,7.87
2017,'0 category',46,30.42,100,177.26,5.62
1520,'0 category',46,30.42,100,167.73,6.75
1017,'0 category',45,30.42,100,172.35,6.75
517,'0 category',45,30.42,100,162.19,4.5
17,'0 category',45,30.42,100,154.36,5.62
235517,'0 category',46,30.42,100,156.35,4.5
235017,'0 category',46,30.42,100,126.99,10.12
234518,'0 category',46,30.42,100,134.5,6.75
234017,'0 category',45,30.42,99,137.18,10.12
233520,'0 category',46,30.42,99,114.07,3.37
233020,'0 category',46,30.42,99,162.88,7.87
232525,'0 category',46,30.42,99,175.14,5.62
232018,'0 category',46,30.42,99,126.25,11.25
231517,'0 category',46,30.42,98,124.72,11.25
231020,'0 category',46,30.42,98,116.75,5.62
230518,'0 category',46,30.43,97,136.11,6.75
230018,'0 category',46,30.43,96,144.8,5.62
225518,'0 category',46,30.43,95,140.37,7.87
225020,'0 category',46,30.43,93,107.53,5.62
224520,'0 category',46,30.43,89,32.01,2.25
224018,'0 category',46,30.43,83,133.4,9
223518,'0 category',45,30.43,88,134.24,7.87
223018,'0 category',45,30.43,92,150.4,10.12
222518,'0 category',45,30.43,93,181.18,2.25
222019,'0 category',45,30.43,95,140.84,5.62
221521,'0 category',45,30.43,95,128.05,7.87
221017,'0 category',46,30.43,93,137.53,5.62
220517,'0 category',46,30.43,89,170.18,5.62
220017,'0 category',45,30.43,88,113.61,10.12
215517,'0 category',45,30.43,93,158.02,3.37
215018,'0 category',45,30.43,95,131.63,9
214518,'0 category',45,30.43,93,124.63,3.37
214018,'0 category',46,30.43,93,144.76,7.87
213518,'0 category',46,30.43,90,46.29,2.25
213018,'0 category',46,30.43,86,162.96,2.25
212522,'0 category',46,30.43,87,160.89,7.87
212017,'0 category',46,30.43,88,134.44,3.37
211520,'0 category',47,30.43,86,113.19,6.75
211018,'0 category',47,30.43,79,97.88,4.5
210517,'0 category',46,30.43,79,154.11,6.75
210020,'0 category',46,30.43,84,161.03,6.75
205521,'0 category',45,30.42,92,163.16,5.62
205018,'0 category',45,30.42,98,162.14,6.75
204519,'0 category',45,30.43,99,163.09,6.75
204017,'0 category',45,30.43,99,116.96,4.5
203518,'0 category',45,30.43,98,121.31,9
203018,'0 category',46,30.43,98,121.95,2.25
202519,'0 category',46,30.43,97,136.19,11.25
202017,'0 category',46,30.43,97,124.95,5.62
201519,'0 category',46,30.42,96,105.36,7.87
201018,'0 category',47,30.42,95,122.95,10.12
200518,'0 category',46,30.42,95,139.67,4.5
200023,'0 category',46,30.42,98,131.66,1.12
195518,'0 category',46,30.42,98,65.15,2.25
195017,'0 category',47,30.42,98,143.33,5.62
194521,'0 category',47,30.42,97,124.4,4.5
194021,'0 category',47,30.42,96,82.12,3.37
193518,'0 category',48,30.41,94,124.07,6.75
193017,'0 category',49,30.41,91,130.94,6.75
192518,'0 category',49,30.41,85,131.69,3.37
192018,'0 category',49,30.41,78,128.63,4.5
191517,'0 category',49,30.41,80,175.17,3.37
191021,'0 category',49,30.4,84,159.62,5.62
190518,'0 category',50,30.41,89,145.49,5.62
190017,'0 category',49,30.4,82,169.25,3.37
185518,'0 category',49,30.4,86,157.74,5.62
185019,'0 category',48,30.4,92,129.41,2.25
184517,'0 category',48,30.4,98,133.88,6.75
184021,'0 category',48,30.39,99,179.5,4.5
183518,'0 category',48,30.39,99,152.26,5.62
183018,'0 category',48,30.39,99,101.38,4.5
182517,'0 category',48,30.39,99,130.07,6.75
182018,'0 category',49,30.39,99,70.95,6.75
181518,'0 category',49,30.39,99,59.73,4.5
181020,'0 category',49,30.39,99,95.6,3.37
180518,'0 category',49,30.39,99,116,2.25
180018,'0 category',49,30.39,99,124.4,4.5
175518,'0 category',49,30.39,99,130.12,9
175017,'5 category',50,30.39,99,90.03,4.5
174518,'10 category',50,30.39,99,9.02,0
174018,'20 category',50,30.39,98,57.9,4.5
173517,'25 category',50,30.39,98,89.6,5.62
173017,'35 category',50,30.38,98,104.05,5.62
172518,'50 category',50,30.39,97,70.99,2.25
172018,'95 category',51,30.39,97,70.04,2.25
171518,'115 category',51,30.38,97,92.57,5.62
171021,'85 category',51,30.38,97,50.17,4.5
170520,'140 category',52,30.38,96,45.96,6.75
170021,'105 category',52,30.38,96,104.45,5.62
165518,'160 category',52,30.38,95,79.31,5.62
165017,'200 category',53,30.38,94,80.91,9
164520,'200 category',53,30.38,92,76.03,5.62
164018,'250 category',53,30.38,93,83.38,6.75
163518,'230 category',53,30.38,93,31.98,2.25
163020,'125 category',53,30.38,92,112.45,2.25
162518,'270 category',54,30.38,92,19.94,3.37
162020,'305 category',54,30.38,91,45.91,6.75
161518,'355 category',53,30.38,94,75.55,3.37
161018,'405 category',53,30.38,96,69.35,9
160518,'255 category',53,30.38,96,68.19,2.25
160023,'265 category',53,30.38,95,29.87,2.25
155520,'195 category',53,30.38,95,45.73,5.62
155017,'215 category',53,30.38,94,20.71,5.62
154520,'260 category',54,30.38,93,21.66,9
154021,'345 category',53,30.37,90,23.33,3.37
153521,'290 category',54,30.38,90,22.19,3.37
153018,'320 category',54,30.38,90,330.19,5.62
152517,'320 category',55,30.37,89,2.73,9
152017,'715 category',55,30.37,88,39.75,10.12
151521,'565 category',56,30.37,87,21.43,6.75
151018,'625 category',56,30.37,83,3.89,4.5
150517,'625 category',56,30.37,80,26.09,3.37
150021,'685 category',56,30.37,79,20.73,7.87
145518,'705 category',56,30.37,78,9.5,9
145017,'655 category',57,30.38,78,25.18,13.5
144520,'635 category',58,30.37,77,19.51,7.87
144018,'720 category',58,30.37,76,46.66,4.5
143518,'700 category',58,30.37,75,26.7,4.5
143018,'695 category',58,30.38,73,56.56,4.5
142518,'670 category',58,30.38,74,24.66,6.75
142017,'755 category',58,30.38,75,61.38,9
141520,'755 category',58,30.38,74,336.64,6.75
141018,'795 category',59,30.38,67,359.22,5.62
140518,'810 category',60,30.38,62,21.97,11.25
140017,'695 category',61,30.38,60,53.21,7.87
135518,'600 category',61,30.38,56,345.73,3.37
135017,'775 category',61,30.38,55,20.82,6.75
134520,'820 category',60,30.38,62,28.49,5.62
134017,'830 category',60,30.38,68,39.67,10.12
133518,'765 category',60,30.38,64,37.62,5.62
133018,'800 category',60,30.38,62,58.89,10.12
132521,'850 category',62,30.39,62,28.36,9
132018,'855 category',62,30.39,60,9.75,9
131520,'895 category',63,30.39,56,58.16,9
131021,'915 category',63,30.39,59,61.84,2.25
130518,'895 category',63,30.39,45,60.04,6.75
130018,'905 category',62,30.39,46,30.2,2.25
125518,'780 category',62,30.4,54,33.5,7.87
125020,'890 category',63,30.4,48,357.62,1.12
124518,'880 category',63,30.4,37,33.01,4.5
124021,'980 category',63,30.4,33,336.46,3.37
123518,'915 category',64,30.4,31,55.32,7.87
123017,'915 category',63,30.4,30,359.93,5.62
122517,'885 category',64,30.41,43,71.28,2.25
122018,'910 category',64,30.41,28,121.88,2.25
121519,'940 category',64,30.41,41,7.12,5.62
121020,'945 category',63,30.41,35,17,3.37
120520,'915 category',63,30.41,41,60.32,6.75
120019,'915 category',63,30.42,51,131.41,4.5
115522,'870 category',64,30.42,37,71.16,6.75
115021,'890 category',65,30.42,50,1.38,6.75
114518,'910 category',65,30.42,28,18.71,5.62
114017,'940 category',65,30.42,33,107.37,9
113517,'950 category',64,30.42,32,341.04,3.37
113018,'915 category',63,30.42,37,96.25,2.25
112518,'950 category',63,30.43,40,76.01,10.12
112020,'950 category',62,30.43,43,146.22,4.5
111520,'940 category',62,30.43,39,77.82,9
111017,'935 category',62,30.43,42,78.32,1.12
110519,'920 category',62,30.43,46,336.49,5.62
110018,'860 category',62,30.43,58,57.51,4.5
105521,'895 category',62,30.43,60,79.76,9
105018,'900 category',61,30.43,57,124.07,4.5
104517,'875 category',60,30.43,56,90.91,7.87
104018,'880 category',60,30.43,64,61.6,6.75
103519,'880 category',61,30.43,65,57.64,10.12
103017,'865 category',61,30.44,62,19.14,4.5
102518,'855 category',61,30.44,47,30.2,4.5
102018,'845 category',61,30.44,57,51.99,4.5
101518,'825 category',60,30.44,59,90.52,9
101019,'820 category',59,30.44,58,348.26,1.12
100517,'810 category',59,30.44,70,49.79,5.62
100020,'795 category',58,30.44,74,62.77,5.62
95518,'785 category',58,30.44,78,11.18,6.75
95021,'770 category',60,30.44,72,58.8,6.75
94519,'760 category',61,30.44,50,9.38,9
94020,'745 category',61,30.44,58,92.28,1.12
93518,'730 category',62,30.44,66,22.93,4.5
93018,'715 category',63,30.44,52,1.93,2.25
92518,'695 category',63,30.44,39,106.88,5.62
92021,'620 category',63,30.44,57,63.19,2.25
91517,'620 category',63,30.44,32,40.78,2.25
91018,'655 category',63,30.43,28,47.64,3.37
90518,'640 category',63,30.43,37,47.24,2.25
90017,'610 category',63,30.43,41,63.92,2.25
85521,'585 category',62,30.43,38,118.27,4.5
85017,'585 category',61,30.43,41,52.09,2.25
84521,'570 category',60,30.42,36,139.09,2.25
84018,'545 category',60,30.42,62,134.3,7.87
83520,'520 category',60,30.42,69,74.55,4.5
83018,'485 category',59,30.42,58,98.85,4.5
82521,'455 category',58,30.42,51,117.42,2.25
82017,'460 category',56,30.42,66,126.41,4.5
81520,'435 category',55,30.41,71,162.04,4.5
81018,'415 category',54,30.41,83,161.03,3.37
80520,'400 category',53,30.41,87,168.42,4.5
80018,'375 category',52,30.41,90,59.36,10.12
75518,'355 category',52,30.41,91,137.59,1.12
75018,'325 category',51,30.41,92,71.7,5.62
74519,'320 category',50,30.41,93,72.45,2.25
74024,'285 category',49,30.41,95,112.81,6.75
73519,'245 category',48,30.41,95,137.08,7.87
73017,'140 category',48,30.41,94,124.29,10.12
72521,'60 category',47,30.41,93,151.6,4.5
72018,'50 category',46,30.41,93,172.76,6.75
71519,'45 category',46,30.41,93,157.05,7.87
71021,'40 category',46,30.4,92,148.24,12.37
70520,'50 category',46,30.41,90,168.53,6.75
70021,'55 category',45,30.4,85,165.78,6.75
65518,'45 category',45,30.4,81,160.89,12.37
65017,'30 category',45,30.4,81,161.99,9
64521,'25 category',45,30.4,79,148.07,6.75
64022,'20 category',44,30.4,78,163.84,6.75
63520,'20 category',44,30.4,77,142.7,9
63018,'15 category',44,30.4,76,143.11,10.12
62518,'10 category',44,30.4,76,191.44,9
62020,'5 category',44,30.4,79,122.83,6.75
61520,'5 category',44,30.4,85,146.04,7.87
61020,'5 category',44,30.39,77,144.15,6.75
60518,'0 category',44,30.39,63,158.06,2.25
60021,'0 category',44,30.39,74,152.96,7.87
55518,'0 category',45,30.39,85,163.15,5.62
55018,'0 category',45,30.39,79,127.24,9
54520,'0 category',45,30.39,73,131.64,5.62
54017,'0 category',45,30.39,58,151.36,2.25
53521,'0 category',45,30.38,46,109.93,4.5
53020,'0 category',45,30.38,39,129.64,5.62
52520,'0 category',45,30.38,39,77.83,5.62
52017,'0 category',45,30.38,33,187.53,7.87
51518,'0 category',45,30.38,32,158.06,9
51018,'0 category',45,30.38,33,169.03,7.87
50520,'0 category',46,30.38,32,180.66,9
50017,'0 category',46,30.38,31,157.58,6.75
45518,'0 category',45,30.38,31,150.17,7.87
45018,'0 category',45,30.38,33,187.41,9
44518,'0 category',45,30.38,34,196.75,9
44017,'0 category',45,30.38,34,156.83,6.75
43520,'0 category',45,30.38,34,179.82,5.62
43018,'0 category',45,30.38,33,170.1,9
42518,'0 category',45,30.38,32,164.64,7.87
42020,'0 category',46,30.38,32,194.65,6.75
41521,'0 category',46,30.38,33,177.08,5.62
41021,'0 category',46,30.38,31,174.17,6.75
40520,'0 category',46,30.38,33,180.65,5.62
40023,'0 category',46,30.38,32,182.36,10.12
35521,'0 category',46,30.38,31,165.05,6.75
35018,'0 category',46,30.38,33,145.13,10.12
34520,'0 category',46,30.38,33,179.94,7.87
34020,'0 category',46,30.38,33,186.5,6.75
33518,'0 category',46,30.38,32,171.35,6.75
33017,'0 category',46,30.38,32,177.37,10.12
32521,'0 category',46,30.39,34,184.77,6.75
32018,'0 category',46,30.38,33,191.21,10.12
31519,'0 category',46,30.38,34,181.1,10.12
31017,'0 category',46,30.38,35,152.06,9
30520,'0 category',46,30.38,35,186.44,11.25
30020,'0 category',46,30.39,35,169.03,6.75
25523,'0 category',46,30.39,35,197.79,6.75
25021,'0 category',46,30.39,35,154.15,6.75
24521,'0 category',46,30.39,34,163.83,10.12
24020,'0 category',45,30.39,38,171.36,11.25
23520,'0 category',45,30.39,37,188.87,9
23019,'0 category',45,30.39,39,175.35,6.75
22518,'0 category',45,30.39,39,162.03,7.87
22018,'0 category',45,30.39,40,175.67,9
21520,'0 category',45,30.39,41,172.81,10.12
21020,'0 category',45,30.39,41,174.17,10.12
20518,'0 category',45,30.39,41,179.9,7.87
20018,'0 category',44,30.4,42,191.79,5.62
15518,'0 category',44,30.4,45,179.58,6.75
15024,'0 category',44,30.4,48,178.3,9
14518,'0 category',44,30.4,49,127.28,6.75
14018,'0 category',44,30.4,52,155.12,4.5
13518,'0 category',44,30.4,68,163.4,6.75
13020,'0 category',45,30.41,73,146.74,9
12518,'0 category',45,30.41,73,168.78,9
12021,'0 category',45,30.41,66,141.27,7.87
11520,'0 category',45,30.41,54,181.05,5.62
11017,'0 category',45,30.41,52,143.4,5.62
10518,'0 category',45,30.41,57,157.54,5.62
10020,'0 category',45,30.41,62,169.19,5.62
5520,'0 category',45,30.42,57,181.16,2.25
5020,'0 category',45,30.42,54,127.84,7.87
4518,'0 category',45,30.42,55,128.73,3.37
4018,'0 category',45,30.42,53,176.08,4.5
3518,'0 category',46,30.42,55,159.44,7.87
3018,'0 category',46,30.42,60,158.39,4.5
2518,'0 category',46,30.42,54,122.95,4.5
2024,'0 category',46,30.42,56,136.36,7.87
1518,'0 category',46,30.42,63,165.95,7.87
1020,'0 category',46,30.42,80,152.89,10.12
21,'0 category',47,30.42,69,145.71,3.37
235520,'0 category',47,30.42,58,148.22,2.25
235019,'0 category',47,30.43,57,162.66,3.37
234520,'0 category',47,30.42,59,170.9,5.62
234017,'0 category',47,30.42,62,167.01,7.87
233521,'0 category',46,30.42,71,146.47,10.12
233019,'0 category',47,30.43,89,165.52,9
232518,'0 category',47,30.43,94,135.54,6.75
232018,'0 category',48,30.43,97,128.76,4.5
231518,'0 category',48,30.43,97,115.18,5.62
231020,'0 category',48,30.43,96,111.97,5.62
230520,'0 category',48,30.43,98,121.56,4.5
230018,'0 category',48,30.43,99,162.2,6.75
225518,'0 category',48,30.43,98,164.39,6.75
225018,'0 category',48,30.43,98,136.8,9
224520,'0 category',48,30.43,98,148.21,9
224017,'0 category',48,30.43,98,159.45,7.87
223518,'0 category',48,30.44,98,137.58,10.12
223020,'0 category',48,30.44,97,172.83,12.37
222523,'0 category',48,30.44,97,143.39,5.62
222019,'0 category',48,30.44,97,175.66,10.12
221518,'0 category',48,30.44,98,92.43,2.25
221018,'0 category',48,30.44,97,152.41,5.62
220520,'0 category',47,30.44,93,167.45,10.12
220020,'0 category',47,30.44,92,86.39,4.5
215521,'0 category',47,30.44,90,129.64,6.75
215018,'0 category',47,30.44,92,121.11,7.87
214518,'0 category',47,30.44,91,117.92,9
214018,'0 category',47,30.44,90,165.4,9
213520,'0 category',47,30.44,94,123.96,6.75
213018,'0 category',47,30.44,98,156.7,3.37
212520,'0 category',47,30.44,99,127.42,7.87
212020,'0 category',48,30.44,99,123.7,9
211520,'0 category',48,30.44,99,78.63,2.25
211021,'0 category',48,30.44,99,109.74,9
210520,'0 category',49,30.44,99,134.95,7.87
210020,'0 category',49,30.44,99,142.92,6.75
205518,'0 category',49,30.44,100,145.98,11.25
205017,'0 category',49,30.44,100,127.15,5.62
204517,'0 category',50,30.44,100,123.87,3.37
204017,'0 category',49,30.44,99,112.55,4.5
203520,'0 category',49,30.44,99,127.38,7.87
203018,'0 category',49,30.44,99,124.06,12.37
202521,'0 category',50,30.44,99,134.66,9
202019,'0 category',49,30.43,99,107.87,13.5
201518,'0 category',49,30.43,99,141.78,6.75
201021,'0 category',49,30.43,98,160.99,6.75
200518,'0 category',49,30.44,98,178.01,3.37
200018,'0 category',49,30.43,98,174.31,10.12
195520,'0 category',48,30.43,97,120.55,10.12
195018,'0 category',48,30.43,97,175.62,9
194521,'0 category',48,30.43,96,118.76,2.25
194021,'0 category',48,30.43,96,107.33,5.62
193518,'0 category',48,30.43,96,123.13,14.62
193020,'0 category',48,30.42,95,138.96,9
192522,'0 category',48,30.42,94,200.97,3.37
192021,'0 category',48,30.42,94,105.36,10.12
191518,'0 category',48,30.42,93,112.97,7.87
191019,'0 category',48,30.41,93,124.57,11.25
190520,'0 category',48,30.41,92,114.89,4.5
190018,'0 category',48,30.41,92,106.74,5.62
185518,'0 category',48,30.41,89,131.4,5.62
185020,'0 category',48,30.41,89,96.94,3.37
184522,'0 category',48,30.41,92,129.91,7.87
184019,'0 category',48,30.41,91,112.98,4.5
183518,'0 category',49,30.41,89,108.63,3.37
183020,'0 category',49,30.41,86,165.29,7.87
182519,'0 category',49,30.41,89,84.64,2.25
182018,'0 category',49,30.4,88,119.65,3.37
181520,'0 category',50,30.4,84,141.32,5.62
181018,'0 category',50,30.4,80,77.8,5.62
180518,'0 category',50,30.4,84,97.27,9
180021,'0 category',50,30.4,85,136.9,9
175520,'5 category',50,30.4,85,115.16,6.75
175023,'5 category',51,30.4,85,197.57,2.25
174521,'5 category',51,30.4,84,88.47,2.25
174021,'10 category',52,30.4,82,114.46,3.37
173517,'20 category',52,30.39,81,29.82,3.37
173018,'25 category',53,30.39,75,94.42,4.5
172521,'40 category',54,30.39,69,41.08,4.5
172019,'60 category',54,30.39,74,97.89,4.5
171519,'80 category',54,30.39,64,77.45,4.5
171018,'100 category',55,30.39,73,123.19,3.37
170517,'125 category',55,30.39,76,64.34,6.75
170018,'155 category',55,30.39,77,50.52,4.5
165521,'180 category',56,30.39,73,96.78,5.62
165023,'210 category',56,30.39,73,77.79,5.62
164521,'240 category',56,30.39,68,78.49,7.87
164021,'265 category',56,30.39,75,67.16,4.5
163520,'290 category',56,30.39,77,81.44,6.75
163018,'315 category',57,30.39,78,82.08,2.25
162520,'340 category',57,30.39,78,55.8,7.87
162020,'360 category',57,30.39,77,46.96,5.62
161518,'380 category',57,30.38,75,61.37,4.5
161019,'400 category',57,30.38,74,0.11,1.12
160518,'420 category',57,30.38,77,67.4,1.12
160024,'440 category',57,30.39,77,97.84,6.75
155520,'460 category',57,30.39,76,92.95,4.5
155020,'480 category',58,30.39,78,34.27,2.25
154518,'500 category',58,30.39,78,9.73,4.5
154020,'520 category',58,30.39,75,10.23,6.75
153517,'540 category',58,30.39,76,8.37,5.62
153021,'555 category',58,30.39,74,19.15,6.75
152518,'575 category',58,30.39,74,23.62,10.12
152018,'595 category',59,30.39,73,24.98,11.25
151517,'610 category',59,30.39,73,347.7,2.25
151018,'630 category',59,30.39,73,39.74,3.37
150519,'645 category',59,30.39,69,28.33,4.5
150021,'665 category',60,30.39,67,62.09,10.12
145518,'680 category',59,30.39,68,90.07,6.75
145020,'695 category',59,30.39,70,349.77,0
144523,'710 category',59,30.39,73,12.43,3.37
144018,'725 category',58,30.39,70,325.44,1.12
143520,'740 category',58,30.39,70,55.9,4.5
143018,'755 category',58,30.39,69,1.73,4.5
142517,'770 category',58,30.4,69,36.24,11.25
142018,'785 category',59,30.4,68,351.52,4.5
141518,'795 category',59,30.4,67,57.09,5.62
141018,'805 category',59,30.4,64,25.97,7.87
140518,'820 category',59,30.4,63,32.07,11.25
140018,'830 category',59,30.4,63,32.3,10.12
135518,'840 category',59,30.4,61,77.95,3.37
135018,'855 category',59,30.4,61,17.96,10.12
134518,'865 category',59,30.4,62,50.24,5.62
134018,'875 category',59,30.4,57,1.64,6.75
133518,'885 category',59,30.4,59,21.03,10.12
133019,'895 category',60,30.4,58,27.21,9
132517,'905 category',60,30.4,55,6.97,10.12
132018,'910 category',60,30.4,55,75.95,4.5
131518,'920 category',60,30.4,57,22.68,6.75
131021,'925 category',60,30.4,55,22.91,7.87
130519,'935 category',60,30.41,53,30.97,12.37
130021,'940 category',60,30.41,53,1.88,11.25
125520,'945 category',60,30.41,54,110.98,3.37
125018,'950 category',60,30.41,53,97.81,5.62
124522,'955 category',60,30.41,53,35.75,7.87
124017,'960 category',60,30.41,49,71.28,4.5
123520,'960 category',60,30.41,51,37.86,4.5
123017,'970 category',61,30.41,51,85.06,9
122518,'970 category',61,30.42,48,323.76,2.25
122022,'970 category',61,30.42,52,39.89,0
121517,'970 category',61,30.42,55,11.51,9
121017,'970 category',61,30.42,52,86.36,6.75
120521,'975 category',61,30.42,53,51.43,2.25
120019,'970 category',61,30.42,55,23.78,9
115518,'970 category',61,30.42,52,48.61,2.25
115021,'965 category',61,30.43,56,60.95,9
114519,'965 category',61,30.43,56,37.67,5.62
114017,'965 category',61,30.43,54,53.48,10.12
113519,'960 category',62,30.43,53,44.63,7.87
113021,'955 category',62,30.43,51,50.86,9
112517,'950 category',62,30.43,50,42.06,6.75
112017,'945 category',62,30.44,49,346.61,5.62
111522,'940 category',61,30.44,47,19.67,4.5
111022,'940 category',62,30.44,43,49.36,4.5
110517,'930 category',62,30.44,45,301.28,3.37
110020,'925 category',62,30.44,48,40.6,5.62
105521,'915 category',62,30.45,48,34.37,5.62
105018,'910 category',62,30.45,47,135.94,4.5
104518,'900 category',63,30.45,48,327.71,5.62
