id,day,hour,minute,consumption
hungary_pensionerHousehold_23,0,11,0,194
hungary_pensionerHousehold_23,0,11,30,200
hungary_pensionerHousehold_23,0,12,0,205
hungary_pensionerHousehold_23,0,12,30,189
hungary_pensionerHousehold_23,0,13,0,162
hungary_pensionerHousehold_23,0,13,30,150
hungary_pensionerHousehold_23,0,14,0,173
hungary_pensionerHousehold_23,0,14,30,158
hungary_pensionerHousehold_23,0,15,0,147
hungary_pensionerHousehold_23,0,15,30,174
hungary_pensionerHousehold_23,0,16,0,169
hungary_pensionerHousehold_23,0,16,30,152
hungary_pensionerHousehold_23,0,17,0,117
hungary_pensionerHousehold_23,0,17,30,121
hungary_pensionerHousehold_23,0,18,0,125
hungary_pensionerHousehold_23,0,18,30,132
hungary_pensionerHousehold_23,0,19,0,121
hungary_pensionerHousehold_23,0,19,30,122
hungary_pensionerHousehold_23,0,20,0,124
hungary_pensionerHousehold_23,0,20,30,113
hungary_pensionerHousehold_23,0,21,0,139
hungary_pensionerHousehold_23,0,21,30,121
hungary_pensionerHousehold_23,0,22,0,21
hungary_pensionerHousehold_23,0,22,30,17
hungary_pensionerHousehold_23,0,23,0,27
hungary_pensionerHousehold_23,0,23,30,21
hungary_pensionerHousehold_24,0,0,0,19
hungary_pensionerHousehold_24,0,0,30,13
hungary_pensionerHousehold_24,0,1,0,31
hungary_pensionerHousehold_24,0,1,30,30
hungary_pensionerHousehold_24,0,2,0,6
hungary_pensionerHousehold_24,0,2,30,14
hungary_pensionerHousehold_24,0,3,0,13
hungary_pensionerHousehold_24,0,3,30,14
hungary_pensionerHousehold_24,0,4,0,23
hungary_pensionerHousehold_24,0,4,30,29
hungary_pensionerHousehold_24,0,5,0,146
hungary_pensionerHousehold_24,0,5,30,154
hungary_pensionerHousehold_24,0,6,0,136
hungary_pensionerHousehold_24,0,6,30,162
hungary_pensionerHousehold_24,0,7,0,151
hungary_pensionerHousehold_24,0,7,30,149
hungary_pensionerHousehold_24,0,8,0,163
hungary_pensionerHousehold_24,0,8,30,155
hungary_pensionerHousehold_24,0,9,0,157
hungary_pensionerHousehold_24,0,9,30,162
hungary_pensionerHousehold_24,0,10,0,172
hungary_pensionerHousehold_24,0,10,30,163
hungary_pensionerHousehold_24,0,11,0,200
hungary_pensionerHousehold_24,0,11,30,188
hungary_pensionerHousehold_24,0,12,0,200
hungary_pensionerHousehold_24,0,12,30,192
hungary_pensionerHousehold_24,0,13,0,166
hungary_pensionerHousehold_24,0,13,30,158
hungary_pensionerHousehold_24,0,14,0,161
hungary_pensionerHousehold_24,0,14,30,160
hungary_pensionerHousehold_24,0,15,0,152
hungary_pensionerHousehold_24,0,15,30,167
hungary_pensionerHousehold_24,0,16,0,159
hungary_pensionerHousehold_24,0,16,30,152
hungary_pensionerHousehold_24,0,17,0,129
hungary_pensionerHousehold_24,0,17,30,118
hungary_pensionerHousehold_24,0,18,0,116
hungary_pensionerHousehold_24,0,18,30,125
hungary_pensionerHousehold_24,0,19,0,131
hungary_pensionerHousehold_24,0,19,30,136
hungary_pensionerHousehold_24,0,20,0,119
hungary_pensionerHousehold_24,0,20,30,113
hungary_pensionerHousehold_24,0,21,0,114
hungary_pensionerHousehold_24,0,21,30,113
hungary_pensionerHousehold_24,0,22,0,8
hungary_pensionerHousehold_24,0,22,30,16
hungary_pensionerHousehold_24,0,23,0,24
hungary_pensionerHousehold_24,0,23,30,15
hungary_pensionerHousehold_25,0,0,0,14
hungary_pensionerHousehold_25,0,0,30,7
hungary_pensionerHousehold_25,0,1,0,33
hungary_pensionerHousehold_25,0,1,30,8
hungary_pensionerHousehold_25,0,2,0,32
hungary_pensionerHousehold_25,0,2,30,17
hungary_pensionerHousehold_25,0,3,0,23
hungary_pensionerHousehold_25,0,3,30,32
hungary_pensionerHousehold_25,0,4,0,23
hungary_pensionerHousehold_25,0,4,30,28
hungary_pensionerHousehold_25,0,5,0,150
hungary_pensionerHousehold_25,0,5,30,137
hungary_pensionerHousehold_25,0,6,0,153
hungary_pensionerHousehold_25,0,6,30,137
hungary_pensionerHousehold_25,0,7,0,147
hungary_pensionerHousehold_25,0,7,30,144
hungary_pensionerHousehold_25,0,8,0,158
hungary_pensionerHousehold_25,0,8,30,169
hungary_pensionerHousehold_25,0,9,0,148
hungary_pensionerHousehold_25,0,9,30,151
hungary_pensionerHousehold_25,0,10,0,168
hungary_pensionerHousehold_25,0,10,30,149
hungary_pensionerHousehold_25,0,11,0,192
hungary_pensionerHousehold_25,0,11,30,188
hungary_pensionerHousehold_25,0,12,0,203
hungary_pensionerHousehold_25,0,12,30,195
hungary_pensionerHousehold_25,0,13,0,168
hungary_pensionerHousehold_25,0,13,30,150
hungary_pensionerHousehold_25,0,14,0,157
hungary_pensionerHousehold_25,0,14,30,146
hungary_pensionerHousehold_25,0,15,0,147
hungary_pensionerHousehold_25,0,15,30,158
hungary_pensionerHousehold_25,0,16,0,160
hungary_pensionerHousehold_25,0,16,30,171
hungary_pensionerHousehold_25,0,17,0,133
hungary_pensionerHousehold_25,0,17,30,128
hungary_pensionerHousehold_25,0,18,0,134
hungary_pensionerHousehold_25,0,18,30,114
hungary_pensionerHousehold_25,0,19,0,128
hungary_pensionerHousehold_25,0,19,30,126
hungary_pensionerHousehold_25,0,20,0,127
hungary_pensionerHousehold_25,0,20,30,124
hungary_pensionerHousehold_25,0,21,0,136
hungary_pensionerHousehold_25,0,21,30,130
hungary_pensionerHousehold_25,0,22,0,30
hungary_pensionerHousehold_25,0,22,30,11
hungary_pensionerHousehold_25,0,23,0,17
hungary_pensionerHousehold_25,0,23,30,18
hungary_familyHousehold_0,0,0,0,43
hungary_familyHousehold_0,0,0,30,48
hungary_familyHousehold_0,0,1,0,42
hungary_familyHousehold_0,0,1,30,66
hungary_familyHousehold_0,0,2,0,63
hungary_familyHousehold_0,0,2,30,60
hungary_familyHousehold_0,0,3,0,41
hungary_familyHousehold_0,0,3,30,59
hungary_familyHousehold_0,0,4,0,36
hungary_familyHousehold_0,0,4,30,37
hungary_familyHousehold_0,0,5,0,219
hungary_familyHousehold_0,0,5,30,200
hungary_familyHousehold_0,0,6,0,191
hungary_familyHousehold_0,0,6,30,194
hungary_familyHousehold_0,0,7,0,202
hungary_familyHousehold_0,0,7,30,185
hungary_familyHousehold_0,0,8,0,112
hungary_familyHousehold_0,0,8,30,112
hungary_familyHousehold_0,0,9,0,89
hungary_familyHousehold_0,0,9,30,92
hungary_familyHousehold_0,0,10,0,99
hungary_familyHousehold_0,0,10,30,110
hungary_familyHousehold_0,0,11,0,46
hungary_familyHousehold_0,0,11,30,34
hungary_familyHousehold_0,0,12,0,33
hungary_familyHousehold_0,0,12,30,61
hungary_familyHousehold_0,0,13,0,101
hungary_familyHousehold_0,0,13,30,110
hungary_familyHousehold_0,0,14,0,88
hungary_familyHousehold_0,0,14,30,86
hungary_familyHousehold_0,0,15,0,91
hungary_familyHousehold_0,0,15,30,117
hungary_familyHousehold_0,0,16,0,110
hungary_familyHousehold_0,0,16,30,112
hungary_familyHousehold_0,0,17,0,258
hungary_familyHousehold_0,0,17,30,259
hungary_familyHousehold_0,0,18,0,241
hungary_familyHousehold_0,0,18,30,266
hungary_familyHousehold_0,0,19,0,260
hungary_familyHousehold_0,0,19,30,248
hungary_familyHousehold_0,0,20,0,238
hungary_familyHousehold_0,0,20,30,233
hungary_familyHousehold_0,0,21,0,243
hungary_familyHousehold_0,0,21,30,249
hungary_familyHousehold_0,0,22,0,58
hungary_familyHousehold_0,0,22,30,90
hungary_familyHousehold_0,0,23,0,91
hungary_familyHousehold_0,0,23,30,86
hungary_familyHousehold_1,0,0,0,69
hungary_familyHousehold_1,0,0,30,58
hungary_familyHousehold_1,0,1,0,58
hungary_familyHousehold_1,0,1,30,41
hungary_familyHousehold_1,0,2,0,61
hungary_familyHousehold_1,0,2,30,66
hungary_familyHousehold_1,0,3,0,38
hungary_familyHousehold_1,0,3,30,48
hungary_familyHousehold_1,0,4,0,61
hungary_familyHousehold_1,0,4,30,32
hungary_familyHousehold_1,0,5,0,205
hungary_familyHousehold_1,0,5,30,194
hungary_familyHousehold_1,0,6,0,186
hungary_familyHousehold_1,0,6,30,188
hungary_familyHousehold_1,0,7,0,218
hungary_familyHousehold_1,0,7,30,211
hungary_familyHousehold_1,0,8,0,117
hungary_familyHousehold_1,0,8,30,118
hungary_familyHousehold_1,0,9,0,98
hungary_familyHousehold_1,0,9,30,118
hungary_familyHousehold_1,0,10,0,109
hungary_familyHousehold_1,0,10,30,119
hungary_familyHousehold_1,0,11,0,68
hungary_familyHousehold_1,0,11,30,40
hungary_familyHousehold_1,0,12,0,64
hungary_familyHousehold_1,0,12,30,40
hungary_familyHousehold_1,0,13,0,88
hungary_familyHousehold_1,0,13,30,112
hungary_familyHousehold_1,0,14,0,83
hungary_familyHousehold_1,0,14,30,102
hungary_familyHousehold_1,0,15,0,104
hungary_familyHousehold_1,0,15,30,97
hungary_familyHousehold_1,0,16,0,114
hungary_familyHousehold_1,0,16,30,87
hungary_familyHousehold_1,0,17,0,231
hungary_familyHousehold_1,0,17,30,263
hungary_familyHousehold_1,0,18,0,236
hungary_familyHousehold_1,0,18,30,258
hungary_familyHousehold_1,0,19,0,247
hungary_familyHousehold_1,0,19,30,234
hungary_familyHousehold_1,0,20,0,237
hungary_familyHousehold_1,0,20,30,251
hungary_familyHousehold_1,0,21,0,246
hungary_familyHousehold_1,0,21,30,236
hungary_familyHousehold_1,0,22,0,87
hungary_familyHousehold_1,0,22,30,94
hungary_familyHousehold_1,0,23,0,70
hungary_familyHousehold_1,0,23,30,75
hungary_familyHousehold_2,0,0,0,38
hungary_familyHousehold_2,0,0,30,49
hungary_familyHousehold_2,0,1,0,52
hungary_familyHousehold_2,0,1,30,52
hungary_familyHousehold_2,0,2,0,45
hungary_familyHousehold_2,0,2,30,31
hungary_familyHousehold_2,0,3,0,65
hungary_familyHousehold_2,0,3,30,49
hungary_familyHousehold_2,0,4,0,50
hungary_familyHousehold_2,0,4,30,39
hungary_familyHousehold_2,0,5,0,196
hungary_familyHousehold_2,0,5,30,193
hungary_familyHousehold_2,0,6,0,199
hungary_familyHousehold_2,0,6,30,183
hungary_familyHousehold_2,0,7,0,207
hungary_familyHousehold_2,0,7,30,182
hungary_familyHousehold_2,0,8,0,109
hungary_familyHousehold_2,0,8,30,93
hungary_familyHousehold_2,0,9,0,100
hungary_familyHousehold_2,0,9,30,113
hungary_familyHousehold_2,0,10,0,100
hungary_familyHousehold_2,0,10,30,109
hungary_familyHousehold_2,0,11,0,35
hungary_familyHousehold_2,0,11,30,58
hungary_familyHousehold_2,0,12,0,69
hungary_familyHousehold_2,0,12,30,41
hungary_familyHousehold_2,0,13,0,112
hungary_familyHousehold_2,0,13,30,88
hungary_familyHousehold_2,0,14,0,97
hungary_familyHousehold_2,0,14,30,96
hungary_familyHousehold_2,0,15,0,98
hungary_familyHousehold_2,0,15,30,100
hungary_familyHousehold_2,0,16,0,89
hungary_familyHousehold_2,0,16,30,90
hungary_familyHousehold_2,0,17,0,267
hungary_familyHousehold_2,0,17,30,267
hungary_familyHousehold_2,0,18,0,248
hungary_familyHousehold_2,0,18,30,259
hungary_familyHousehold_2,0,19,0,243
hungary_familyHousehold_2,0,19,30,239
hungary_familyHousehold_2,0,20,0,240
hungary_familyHousehold_2,0,20,30,232
hungary_familyHousehold_2,0,21,0,263
hungary_familyHousehold_2,0,21,30,263
hungary_familyHousehold_2,0,22,0,57
hungary_familyHousehold_2,0,22,30,69
hungary_familyHousehold_2,0,23,0,90
hungary_familyHousehold_2,0,23,30,83
hungary_familyHousehold_3,0,0,0,62
hungary_familyHousehold_3,0,0,30,60
hungary_familyHousehold_3,0,1,0,69
hungary_familyHousehold_3,0,1,30,35
hungary_familyHousehold_3,0,2,0,47
hungary_familyHousehold_3,0,2,30,65
hungary_familyHousehold_3,0,3,0,40
hungary_familyHousehold_3,0,3,30,50
hungary_familyHousehold_3,0,4,0,41
hungary_familyHousehold_3,0,4,30,65
hungary_familyHousehold_3,0,5,0,181
hungary_familyHousehold_3,0,5,30,199
hungary_familyHousehold_3,0,6,0,195
hungary_familyHousehold_3,0,6,30,195
hungary_familyHousehold_3,0,7,0,201
hungary_familyHousehold_3,0,7,30,200
hungary_familyHousehold_3,0,8,0,110
hungary_familyHousehold_3,0,8,30,96
hungary_familyHousehold_3,0,9,0,117
hungary_familyHousehold_3,0,9,30,85
hungary_familyHousehold_3,0,10,0,94
hungary_familyHousehold_3,0,10,30,112
hungary_familyHousehold_3,0,11,0,63
hungary_familyHousehold_3,0,11,30,46
hungary_familyHousehold_3,0,12,0,62
hungary_familyHousehold_3,0,12,30,68
hungary_familyHousehold_3,0,13,0,95
hungary_familyHousehold_3,0,13,30,118
hungary_familyHousehold_3,0,14,0,106
hungary_familyHousehold_3,0,14,30,108
hungary_familyHousehold_3,0,15,0,109
hungary_familyHousehold_3,0,15,30,117
hungary_familyHousehold_3,0,16,0,93
hungary_familyHousehold_3,0,16,30,115
hungary_familyHousehold_3,0,17,0,233
hungary_familyHousehold_3,0,17,30,267
hungary_familyHousehold_3,0,18,0,245
hungary_familyHousehold_3,0,18,30,268
hungary_familyHousehold_3,0,19,0,265
hungary_familyHousehold_3,0,19,30,257
hungary_familyHousehold_3,0,20,0,247
hungary_familyHousehold_3,0,20,30,267
hungary_familyHousehold_3,0,21,0,250
hungary_familyHousehold_3,0,21,30,260
hungary_familyHousehold_3,0,22,0,87
hungary_familyHousehold_3,0,22,30,68
hungary_familyHousehold_3,0,23,0,64
hungary_familyHousehold_3,0,23,30,82
hungary_familyHousehold_4,0,0,0,56
hungary_familyHousehold_4,0,0,30,31
hungary_familyHousehold_4,0,1,0,39
hungary_familyHousehold_4,0,1,30,55
hungary_familyHousehold_4,0,2,0,69
hungary_familyHousehold_4,0,2,30,57
hungary_familyHousehold_4,0,3,0,67
hungary_familyHousehold_4,0,3,30,33
hungary_familyHousehold_4,0,4,0,47
hungary_familyHousehold_4,0,4,30,50
hungary_familyHousehold_4,0,5,0,189
hungary_familyHousehold_4,0,5,30,186
hungary_familyHousehold_4,0,6,0,215
hungary_familyHousehold_4,0,6,30,181
hungary_familyHousehold_4,0,7,0,214
hungary_familyHousehold_4,0,7,30,191
hungary_familyHousehold_4,0,8,0,89
hungary_familyHousehold_4,0,8,30,116
hungary_familyHousehold_4,0,9,0,100
hungary_familyHousehold_4,0,9,30,114
hungary_familyHousehold_4,0,10,0,104
hungary_familyHousehold_4,0,10,30,97
hungary_familyHousehold_4,0,11,0,52
hungary_familyHousehold_4,0,11,30,45
hungary_familyHousehold_4,0,12,0,56
hungary_familyHousehold_4,0,12,30,67
hungary_familyHousehold_4,0,13,0,119
hungary_familyHousehold_4,0,13,30,99
hungary_familyHousehold_4,0,14,0,107
hungary_familyHousehold_4,0,14,30,85
hungary_familyHousehold_4,0,15,0,110
hungary_familyHousehold_4,0,15,30,100
hungary_familyHousehold_4,0,16,0,101
hungary_familyHousehold_4,0,16,30,97
hungary_familyHousehold_4,0,17,0,234
hungary_familyHousehold_4,0,17,30,237
hungary_familyHousehold_4,0,18,0,250
hungary_familyHousehold_4,0,18,30,250
hungary_familyHousehold_4,0,19,0,243
hungary_familyHousehold_4,0,19,30,262
hungary_familyHousehold_4,0,20,0,259
hungary_familyHousehold_4,0,20,30,264
hungary_familyHousehold_4,0,21,0,231
hungary_familyHousehold_4,0,21,30,233
hungary_familyHousehold_4,0,22,0,75
hungary_familyHousehold_4,0,22,30,78
hungary_familyHousehold_4,0,23,0,63
hungary_familyHousehold_4,0,23,30,75
hungary_familyHousehold_5,0,0,0,68
hungary_familyHousehold_5,0,0,30,61
hungary_familyHousehold_5,0,1,0,32
hungary_familyHousehold_5,0,1,30,56
hungary_familyHousehold_5,0,2,0,39
hungary_familyHousehold_5,0,2,30,54
hungary_familyHousehold_5,0,3,0,43
hungary_familyHousehold_5,0,3,30,56
hungary_familyHousehold_5,0,4,0,49
hungary_familyHousehold_5,0,4,30,40
hungary_familyHousehold_5,0,5,0,196
hungary_familyHousehold_5,0,5,30,184
hungary_familyHousehold_5,0,6,0,210
hungary_familyHousehold_5,0,6,30,200
hungary_familyHousehold_5,0,7,0,200
hungary_familyHousehold_5,0,7,30,199
hungary_familyHousehold_5,0,8,0,87
hungary_familyHousehold_5,0,8,30,100
hungary_familyHousehold_5,0,9,0,85
hungary_familyHousehold_5,0,9,30,104
hungary_familyHousehold_5,0,10,0,95
hungary_familyHousehold_5,0,10,30,110
hungary_familyHousehold_5,0,11,0,35
hungary_familyHousehold_5,0,11,30,47
hungary_familyHousehold_5,0,12,0,38
hungary_familyHousehold_5,0,12,30,51
hungary_familyHousehold_5,0,13,0,86
hungary_familyHousehold_5,0,13,30,81
hungary_familyHousehold_5,0,14,0,88
hungary_familyHousehold_5,0,14,30,91
hungary_familyHousehold_5,0,15,0,87
hungary_familyHousehold_5,0,15,30,107
hungary_familyHousehold_5,0,16,0,114
hungary_familyHousehold_5,0,16,30,118
hungary_familyHousehold_5,0,17,0,260
hungary_familyHousehold_5,0,17,30,251
hungary_familyHousehold_5,0,18,0,244
hungary_familyHousehold_5,0,18,30,231
hungary_familyHousehold_5,0,19,0,236
hungary_familyHousehold_5,0,19,30,244
hungary_familyHousehold_5,0,20,0,261
hungary_familyHousehold_5,0,20,30,242
hungary_familyHousehold_5,0,21,0,250
hungary_familyHousehold_5,0,21,30,232
hungary_familyHousehold_5,0,22,0,84
hungary_familyHousehold_5,0,22,30,85
hungary_familyHousehold_5,0,23,0,67
hungary_familyHousehold_5,0,23,30,66
hungary_familyHousehold_6,0,0,0,55
hungary_familyHousehold_6,0,0,30,40
hungary_familyHousehold_6,0,1,0,31
hungary_familyHousehold_6,0,1,30,31
hungary_familyHousehold_6,0,2,0,36
hungary_familyHousehold_6,0,2,30,48
hungary_familyHousehold_6,0,3,0,45
hungary_familyHousehold_6,0,3,30,37
hungary_familyHousehold_6,0,4,0,39
hungary_familyHousehold_6,0,4,30,48
hungary_familyHousehold_6,0,5,0,198
hungary_familyHousehold_6,0,5,30,209
hungary_familyHousehold_6,0,6,0,202
hungary_familyHousehold_6,0,6,30,193
hungary_familyHousehold_6,0,7,0,196
hungary_familyHousehold_6,0,7,30,205
hungary_familyHousehold_6,0,8,0,98
hungary_familyHousehold_6,0,8,30,111
hungary_familyHousehold_6,0,9,0,84
hungary_familyHousehold_6,0,9,30,115
hungary_familyHousehold_6,0,10,0,113
hungary_familyHousehold_6,0,10,30,81
hungary_familyHousehold_6,0,11,0,62
hungary_familyHousehold_6,0,11,30,36
hungary_familyHousehold_6,0,12,0,68
hungary_familyHousehold_6,0,12,30,53
hungary_familyHousehold_6,0,13,0,91
hungary_familyHousehold_6,0,13,30,97
hungary_familyHousehold_6,0,14,0,96
hungary_familyHousehold_6,0,14,30,99
hungary_familyHousehold_6,0,15,0,118
hungary_familyHousehold_6,0,15,30,108
hungary_familyHousehold_6,0,16,0,117
hungary_familyHousehold_6,0,16,30,118
hungary_familyHousehold_6,0,17,0,244
hungary_familyHousehold_6,0,17,30,233
hungary_familyHousehold_6,0,18,0,269
hungary_familyHousehold_6,0,18,30,264
hungary_familyHousehold_6,0,19,0,232
hungary_familyHousehold_6,0,19,30,245
hungary_familyHousehold_6,0,20,0,256
hungary_familyHousehold_6,0,20,30,246
hungary_familyHousehold_6,0,21,0,234
hungary_familyHousehold_6,0,21,30,241
hungary_familyHousehold_6,0,22,0,56
hungary_familyHousehold_6,0,22,30,94
hungary_familyHousehold_6,0,23,0,66
hungary_familyHousehold_6,0,23,30,70
hungary_familyHousehold_7,0,0,0,44
hungary_familyHousehold_7,0,0,30,51
hungary_familyHousehold_7,0,1,0,50
hungary_familyHousehold_7,0,1,30,34
hungary_familyHousehold_7,0,2,0,38
hungary_familyHousehold_7,0,2,30,43
hungary_familyHousehold_7,0,3,0,61
hungary_familyHousehold_7,0,3,30,50
hungary_familyHousehold_7,0,4,0,67
hungary_familyHousehold_7,0,4,30,61
hungary_familyHousehold_7,0,5,0,205
hungary_familyHousehold_7,0,5,30,193
hungary_familyHousehold_7,0,6,0,185
hungary_familyHousehold_7,0,6,30,201
hungary_familyHousehold_7,0,7,0,210
hungary_familyHousehold_7,0,7,30,189
hungary_familyHousehold_7,0,8,0,95
hungary_familyHousehold_7,0,8,30,94
hungary_familyHousehold_7,0,9,0,89
hungary_familyHousehold_7,0,9,30,106
hungary_familyHousehold_7,0,10,0,116
hungary_familyHousehold_7,0,10,30,111
hungary_familyHousehold_7,0,11,0,42
hungary_familyHousehold_7,0,11,30,36
hungary_familyHousehold_7,0,12,0,41
hungary_familyHousehold_7,0,12,30,52
hungary_familyHousehold_7,0,13,0,105
hungary_familyHousehold_7,0,13,30,95
hungary_familyHousehold_7,0,14,0,116
hungary_familyHousehold_7,0,14,30,85
hungary_familyHousehold_7,0,15,0,88
hungary_familyHousehold_7,0,15,30,117
hungary_familyHousehold_7,0,16,0,98
hungary_familyHousehold_7,0,16,30,104
hungary_familyHousehold_7,0,17,0,264
hungary_familyHousehold_7,0,17,30,251
hungary_familyHousehold_7,0,18,0,231
hungary_familyHousehold_7,0,18,30,263
hungary_familyHousehold_7,0,19,0,245
hungary_familyHousehold_7,0,19,30,260
hungary_familyHousehold_7,0,20,0,246
hungary_familyHousehold_7,0,20,30,263
hungary_familyHousehold_7,0,21,0,256
hungary_familyHousehold_7,0,21,30,248
hungary_familyHousehold_7,0,22,0,65
hungary_familyHousehold_7,0,22,30,89
hungary_familyHousehold_7,0,23,0,91
hungary_familyHousehold_7,0,23,30,75
hungary_familyHousehold_8,0,0,0,41
hungary_familyHousehold_8,0,0,30,50
hungary_familyHousehold_8,0,1,0,53
hungary_familyHousehold_8,0,1,30,32
hungary_familyHousehold_8,0,2,0,45
hungary_familyHousehold_8,0,2,30,52
hungary_familyHousehold_8,0,3,0,59
hungary_familyHousehold_8,0,3,30,63
hungary_familyHousehold_8,0,4,0,66
hungary_familyHousehold_8,0,4,30,44
hungary_familyHousehold_8,0,5,0,208
hungary_familyHousehold_8,0,5,30,212
hungary_familyHousehold_8,0,6,0,213
hungary_familyHousehold_8,0,6,30,187
hungary_familyHousehold_8,0,7,0,205
hungary_familyHousehold_8,0,7,30,188
hungary_familyHousehold_8,0,8,0,106
hungary_familyHousehold_8,0,8,30,113
hungary_familyHousehold_8,0,9,0,110
hungary_familyHousehold_8,0,9,30,83
hungary_familyHousehold_8,0,10,0,89
hungary_familyHousehold_8,0,10,30,117
hungary_familyHousehold_8,0,11,0,67
hungary_familyHousehold_8,0,11,30,48
hungary_familyHousehold_8,0,12,0,35
hungary_familyHousehold_8,0,12,30,69
hungary_familyHousehold_8,0,13,0,102
hungary_familyHousehold_8,0,13,30,99
hungary_familyHousehold_8,0,14,0,94
hungary_familyHousehold_8,0,14,30,91
hungary_familyHousehold_8,0,15,0,104
hungary_familyHousehold_8,0,15,30,113
hungary_familyHousehold_8,0,16,0,99
hungary_familyHousehold_8,0,16,30,81
hungary_familyHousehold_8,0,17,0,250
hungary_familyHousehold_8,0,17,30,259
hungary_familyHousehold_8,0,18,0,257
hungary_familyHousehold_8,0,18,30,240
hungary_familyHousehold_8,0,19,0,250
hungary_familyHousehold_8,0,19,30,261
hungary_familyHousehold_8,0,20,0,269
hungary_familyHousehold_8,0,20,30,265
hungary_familyHousehold_8,0,21,0,267
hungary_familyHousehold_8,0,21,30,256
hungary_familyHousehold_8,0,22,0,64
hungary_familyHousehold_8,0,22,30,79
hungary_familyHousehold_8,0,23,0,80
hungary_familyHousehold_8,0,23,30,93
hungary_familyHousehold_9,0,0,0,44
hungary_familyHousehold_9,0,0,30,60
hungary_familyHousehold_9,0,1,0,58
hungary_familyHousehold_9,0,1,30,57
hungary_familyHousehold_9,0,2,0,40
hungary_familyHousehold_9,0,2,30,67
hungary_familyHousehold_9,0,3,0,69
hungary_familyHousehold_9,0,3,30,32
hungary_familyHousehold_9,0,4,0,53
hungary_familyHousehold_9,0,4,30,61
hungary_familyHousehold_9,0,5,0,188
hungary_familyHousehold_9,0,5,30,182
hungary_familyHousehold_9,0,6,0,205
hungary_familyHousehold_9,0,6,30,184
hungary_familyHousehold_9,0,7,0,197
hungary_familyHousehold_9,0,7,30,204
hungary_familyHousehold_9,0,8,0,101
hungary_familyHousehold_9,0,8,30,89
hungary_familyHousehold_9,0,9,0,85
hungary_familyHousehold_9,0,9,30,107
hungary_familyHousehold_9,0,10,0,91
hungary_familyHousehold_9,0,10,30,86
hungary_familyHousehold_9,0,11,0,63
hungary_familyHousehold_9,0,11,30,50
hungary_familyHousehold_9,0,12,0,39
hungary_familyHousehold_9,0,12,30,52
hungary_familyHousehold_9,0,13,0,96
hungary_familyHousehold_9,0,13,30,111
hungary_familyHousehold_9,0,14,0,113
hungary_familyHousehold_9,0,14,30,88
hungary_familyHousehold_9,0,15,0,98
hungary_familyHousehold_9,0,15,30,93
hungary_familyHousehold_9,0,16,0,119
hungary_familyHousehold_9,0,16,30,96
hungary_familyHousehold_9,0,17,0,241
hungary_familyHousehold_9,0,17,30,259
hungary_familyHousehold_9,0,18,0,232
hungary_familyHousehold_9,0,18,30,244
hungary_familyHousehold_9,0,19,0,231
hungary_familyHousehold_9,0,19,30,241
hungary_familyHousehold_9,0,20,0,260
hungary_familyHousehold_9,0,20,30,246
hungary_familyHousehold_9,0,21,0,254
hungary_familyHousehold_9,0,21,30,243
hungary_familyHousehold_9,0,22,0,76
hungary_familyHousehold_9,0,22,30,66
hungary_familyHousehold_9,0,23,0,86
hungary_familyHousehold_9,0,23,30,60
hungary_familyHousehold_10,0,0,0,48
hungary_familyHousehold_10,0,0,30,46
hungary_familyHousehold_10,0,1,0,37
hungary_familyHousehold_10,0,1,30,51
hungary_familyHousehold_10,0,2,0,40
hungary_familyHousehold_10,0,2,30,38
hungary_familyHousehold_10,0,3,0,34
hungary_familyHousehold_10,0,3,30,37
hungary_familyHousehold_10,0,4,0,64
hungary_familyHousehold_10,0,4,30,33
hungary_familyHousehold_10,0,5,0,217
hungary_familyHousehold_10,0,5,30,207
hungary_familyHousehold_10,0,6,0,189
hungary_familyHousehold_10,0,6,30,205
hungary_familyHousehold_10,0,7,0,210
hungary_familyHousehold_10,0,7,30,184
hungary_familyHousehold_10,0,8,0,89
hungary_familyHousehold_10,0,8,30,108
hungary_familyHousehold_10,0,9,0,88
hungary_familyHousehold_10,0,9,30,106
hungary_familyHousehold_10,0,10,0,86
hungary_familyHousehold_10,0,10,30,109
hungary_familyHousehold_10,0,11,0,67
hungary_familyHousehold_10,0,11,30,69
hungary_familyHousehold_10,0,12,0,44
hungary_familyHousehold_10,0,12,30,45
hungary_familyHousehold_10,0,13,0,82
hungary_familyHousehold_10,0,13,30,115
hungary_familyHousehold_10,0,14,0,95
hungary_familyHousehold_10,0,14,30,98
hungary_familyHousehold_10,0,15,0,94
hungary_familyHousehold_10,0,15,30,105
hungary_familyHousehold_10,0,16,0,97
hungary_familyHousehold_10,0,16,30,94
hungary_familyHousehold_10,0,17,0,245
hungary_familyHousehold_10,0,17,30,263
hungary_familyHousehold_10,0,18,0,250
hungary_familyHousehold_10,0,18,30,269
hungary_familyHousehold_10,0,19,0,259
hungary_familyHousehold_10,0,19,30,233
hungary_familyHousehold_10,0,20,0,252
hungary_familyHousehold_10,0,20,30,267
hungary_familyHousehold_10,0,21,0,242
hungary_familyHousehold_10,0,21,30,232
hungary_familyHousehold_10,0,22,0,67
hungary_familyHousehold_10,0,22,30,67
hungary_familyHousehold_10,0,23,0,63
hungary_familyHousehold_10,0,23,30,60
hungary_familyHousehold_11,0,0,0,38
hungary_familyHousehold_11,0,0,30,51
hungary_familyHousehold_11,0,1,0,66
hungary_familyHousehold_11,0,1,30,52
